341	337	100.33
341	342	83.01
485	462	9.46
19	3	136.44
19	10	22.8
217	244	67.98
218	71	285.81
218	199	177.46
218	74	269.52
362	373	156.65
131	240	88.49
44	32	70.57
136	233	23.65
21	42	42.4
223	143	15.13
244	232	11.41
112	179	23.98
430	438	30.74
176	312	0.0
265	134	4.66
210	248	80.82
65	133	11.48
126	138	449.86
51	48	79.19
51	50	241.24
248	246	90.74
145	119	5.63
323	332	62.87
337	38	141.25
412	401	91.12
343	349	6.18
343	325	10.81
399	408	3.68
43	10	85.24
43	40	209.69
63	315	18.89
41	12	198.96
41	234	256.82
100	149	15.58
83	286	19.46
183	165	55.9
27	40	130.26
27	37	119.85
180	269	84.56
392	369	123.59
3	32	61.24
52	48	199.31
9	5	226.24
9	17	67.48
450	234	199.63
328	322	15.43
23	13	167.05
24	35	235.21
24	37	91.55
5	13	143.63
32	42	138.69
17	50	302.36
45	48	260.09
269	148	131.04
149	299	11.2
79	75	3.08
79	221	7.64
401	408	75.64
99	119	6.62
221	55	9.94
170	84	0.0
170	143	39.9
163	224	7.59
315	266	31.27
102	123	21.55
86	301	39.43
86	285	8.75
438	445	73.26
445	444	146.89
329	342	133.38
74	231	3.09
241	267	115.26
387	394	91.12
137	85	99.34
454	496	123.15
326	325	6.83
101	123	4.78
44586.53
